"node/1350467447",20.9803378,52.2369316,"Rondo Kercelak / Okopowa / Aleja „Solidarności”"
"node/1351426860",20.9801651,52.237144,"Rondo Kercelak"
"node/1351426863",20.9800421,52.2370941,"Rondo Kercelak / Okopowa / Aleja „Solidarności”"
"node/1351426899",20.9803594,52.2371054,"Rondo Kercelak"
"node/1351426936",20.9803501,52.2371426,"Rondo Kercelak"
"node/1354585818",21.0245227,52.1899613,"Puławska / Jana Pawła Woronicza"
"node/1354597997",21.0205393,52.2117731,"Ludwika Waryńskiego"
"node/1354674893",21.01585,52.2199137,"Nowowiejska / Ludwika Waryńskiego"
"node/1354674905",21.0171858,52.2198815,"Nowowiejska"
"node/1354674909",21.0147662,52.2199678,"Nowowiejska"
"node/1354683551",21.0049936,52.2201348,"Aleja Niepodległości / Nowowiejska"
"node/1354683558",21.0050269,52.2201144,"Aleja Niepodległości / Nowowiejska"
"node/1354683573",21.0047525,52.2203104,"Aleja Niepodległości / Nowowiejska"
"node/1354683575",21.004756,52.220273,"Aleja Niepodległości / Nowowiejska"
"node/1354683577",21.0047155,52.2201387,"Aleja Niepodległości / Nowowiejska"
"node/1354683579",21.0047693,52.2201012,"Aleja Niepodległości / Nowowiejska"
"node/1354840797",20.9935825,52.2417523,"Aleja „Solidarności” / Aleja Jana Pawła II"
"node/1354840800",20.9934698,52.2417697,"Aleja „Solidarności” / Aleja Jana Pawła II"
"node/1357463606",20.9822678,52.2552256,"Rondo Zgrupowania AK „Radosław”"
"node/1357469438",20.9828169,52.2542737,"Rondo Zgrupowania AK „Radosław”"
"node/1367517872",20.9139233,52.2368185,"Powstańców Śląskich"
"node/1399840114",20.9593199,52.2280722,"Józefa Bema"
"node/1399840140",20.9593167,52.2281085,"Józefa Bema"
"node/1412975460",21.0167127,52.2217436,"Plac Konstytucji"
"node/1412975498",21.0158476,52.2231447,"Plac Konstytucji"
"node/1412975509",21.0147854,52.2246877,"Wilcza"
"node/1412975525",21.0128532,52.2279178,"Żurawia"
"node/1412975533",21.0118763,52.2295516,"Rondo Romana Dmowskiego"
"node/1417004390",21.0057741,52.2145148,""
"node/1419174063",21.0153324,52.2199541,"Nowowiejska / Ludwika Waryńskiego"
"node/1419174088",21.0125797,52.2200204,"Plac Politechniki / Nowowiejska"
"node/1438793165",21.0346236,52.2546366,"Targowa / Aleja „Solidarności”"
"node/1446467200",21.0340703,52.2554972,"Wileńska"
"node/1446467243",21.0339829,52.2554634,"Wileńska"
"node/1453461227",21.0138669,52.1889033,"Zygmunta Modzelewskiego"
"node/1453580564",20.9244351,52.2472969,"Trzech Lotniczek Polskich"
"node/1453580579",20.9198674,52.2571125,"Wrocławska"
"node/1453580582",20.9199986,52.2572206,"Wrocławska"
"node/1453668305",20.922761,52.2478028,"Radiowa"
"node/1454188864",21.0291043,52.2523504,"Aleja „Solidarności”"
"node/1454663869",20.993926,52.2577548,""
"node/1454672601",21.0067052,52.2382869,"Marszałkowska / Królewska"
"node/1454672618",21.0067626,52.2381909,"Marszałkowska / Królewska"
"node/1454672651",21.0066772,52.2383342,"Marszałkowska / Królewska"
"node/1455747493",20.9919942,52.2437,""
"node/1455747498",20.9920336,52.2437125,""
"node/1455747513",20.9934346,52.2419264,"Aleja „Solidarności” / Aleja Jana Pawła II"
"node/1455747519",20.9937384,52.2419794,"Aleja „Solidarności” / Aleja Jana Pawła II"
"node/1455747521",20.993792,52.2418377,"Aleja „Solidarności” / Aleja Jana Pawła II"
"node/1455747533",20.9840882,52.2528647,"Aleja Jana Pawła II"
"node/1455747538",20.9911802,52.2446975,"Nowolipki"
"node/1455747544",20.9936144,52.2419992,"Aleja „Solidarności” / Aleja Jana Pawła II"
"node/1455747562",20.9938204,52.2418856,"Aleja „Solidarności” / Aleja Jana Pawła II"
"node/1455747569",20.9937038,52.2418017,"Aleja „Solidarności” / Aleja Jana Pawła II"
"node/1455747583",20.9935047,52.2419548,"Aleja „Solidarności” / Aleja Jana Pawła II"
"node/1455819465",21.0022088,52.181,"Antoniego Uniechowskiego"
"node/1456834934",21.0378824,52.2686342,"Rondo Żaba"
"node/1456878006",20.9840193,52.2302259,"Rondo Ignacego Daszyńskiego"
"node/1456878007",20.9840032,52.2302497,"Rondo Ignacego Daszyńskiego"
"node/1456878040",21.0017821,52.2584473,"Zygmunta Słomińskiego"
"node/1456878075",20.9849059,52.2303988,"Rondo Ignacego Daszyńskiego"
"node/1456878104",21.0017155,52.2584489,"Zygmunta Słomińskiego"
"node/1457655647",21.0372534,52.268964,"Rondo Żaba"
"node/1457655648",21.0379271,52.2686595,"Rondo Żaba"
"node/1457700980",20.9619426,52.24657,""
"node/1457700986",20.9607506,52.2471731,""
"node/1458083112",20.9797906,52.2620794,"Aleja Jana Pawła II"
"node/1458083116",20.9788863,52.2623348,"Krystyny Matysiakówny"
"node/1458098628",20.9448926,52.271667,"Galla Anonima"
"node/1458098659",20.9449235,52.271698,"Galla Anonima"
"node/1458107702",20.9597593,52.2676301,"Aleja Armii Krajowej"
"node/1458107703",20.9636614,52.2665494,"Władysława Broniewskiego"
"node/1458107714",20.9588447,52.2678825,"Aleja Armii Krajowej"
"node/1458107721",20.9498012,52.2703863,"Generała Klemensa Stanisława Rudnickiego"
"node/1458107726",20.9718226,52.2642908,"Zygmunta Krasińskiego"
"node/1458123153",20.9883989,52.251905,"Stawki / Karmelicka"
"node/1458123159",20.9978543,52.2535559,"Muranowska / Generała Władysława Andersa"
"node/1458123164",20.997684,52.2537703,"Muranowska / Generała Władysława Andersa"
"node/1458123214",20.9858868,52.2509464,"Aleja Jana Pawła II / Stawki"
"node/1458123254",20.9916683,52.2533277,"Stanisława Dubois"
"node/1458123256",20.9857474,52.2511108,"Aleja Jana Pawła II / Stawki"
"node/1458123297",20.9859414,52.2510282,"Aleja Jana Pawła II / Stawki"
"node/1458123324",20.996184,52.2535169,""
"node/1458123330",20.9977067,52.2537933,"Muranowska / Generała Władysława Andersa"
"node/1458206620",20.9586909,52.2810379,"Podleśna"
"node/1458206628",20.955875,52.2839439,""
"node/1458206633",20.9559251,52.2839608,""
"node/1458208209",20.9771583,52.2663019,"Zygmunta Krasińskiego"
"node/1458208218",20.9770102,52.2665228,"Zygmunta Krasińskiego"
"node/1458519292",20.9339864,52.271298,"Josepha Conrada"
